soil_moisture,temperature,time,air_temperature,air_humidity,pressure,status
87,41,17,19.24,80.61,101.02,0
45,0,79,19.17,81.1,101.02,0
6,44,42,19.11,81.59,101.02,1
20,0,103,19.06,81.67,101.03,0
71,32,20,19.02,81.75,101.04,0
31,31,57,18.95,81.98,101.04,1
57,14,10,18.89,82.2,101.05,1
53,10,78,18.87,82.34,101.06,0
83,34,31,18.84,82.48,101.06,0
61,5,67,18.66,83.06,101.06,1
51,0,67,18.48,83.63,101.06,0
63,16,76,18.58,83.57,101.06,1
2,38,83,18.69,83.5,101.07,1
79,7,92,18.79,83.44,101.08,0
86,10,78,18.9,83.38,101.08,0
83,41,88,19.1,82.74,101.08,1
45,21,65,19.31,82.09,101.08,0
76,6,76,19.81,80.39,101.08,0
10,39,79,20.31,78.68,101.08,1
33,32,13,20.84,76.47,101.08,1
47,24,10,21.36,74.27,101.09,0
90,1,63,21.78,72.51,101.1,0
74,18,22,22.21,70.76,101.1,0
24,45,63,22.64,69.0,101.1,1
33,26,12,23.06,67.24,101.11,1
8,31,6,23.38,66.06,101.11,1
21,29,25,23.71,64.88,101.1,1
20,32,93,24.03,63.7,101.1,0
64,1,42,24.35,62.31,101.11,0
54,36,14,24.67,60.92,101.12,1
51,42,97,25.18,59.02,101.13,0
53,8,6,25.69,57.11,101.14,0
17,6,60,25.92,55.58,101.15,1
7,0,82,26.16,54.06,101.16,1
76,16,81,26.58,52.6,101.17,1
30,37,94,27.0,51.14,101.18,0
40,10,40,27.52,49.68,101.18,0
45,4,62,28.04,48.22,101.19,1
12,6,60,28.41,46.33,101.2,1
36,23,33,28.78,44.44,101.2,1
78,34,26,29.24,43.77,101.21,0
2,24,93,29.71,43.1,101.22,0
50,25,54,29.78,42.13,101.23,1
27,27,83,29.86,41.16,101.24,1
65,39,42,30.52,39.92,101.26,1
38,7,92,31.19,38.69,101.27,0
65,30,47,31.5,37.88,101.26,1
52,36,60,31.81,37.06,101.26,1
29,32,75,31.84,35.91,101.26,1
7,36,32,31.86,34.76,101.26,1
13,15,11,32.44,34.1,101.26,1
44,44,61,33.01,33.44,101.26,1
80,38,105,33.17,33.02,101.27,0
68,13,4,33.33,32.6,101.28,1
2,40,62,33.55,32.34,101.27,1
54,27,46,33.77,32.09,101.26,1
36,14,101,34.31,31.11,101.25,0
29,1,7,34.84,30.13,101.24,0
13,36,103,35.17,28.91,101.24,0
54,21,64,35.51,27.69,101.24,1
85,6,110,35.82,27.34,101.24,0
42,35,22,36.12,26.98,101.24,1
41,11,47,36.21,26.78,101.24,0
66,25,47,36.3,26.57,101.24,1
89,25,110,36.13,26.45,101.24,0
38,33,107,35.96,26.33,101.24,0
1,10,100,36.25,26.19,101.23,0
5,36,7,36.53,26.05,101.22,1
27,32,40,37.03,25.33,101.22,1
25,4,110,37.52,24.61,101.21,0
26,41,78,37.02,23.52,101.21,1
85,32,44,37.22,23.38,101.2,1
3,17,33,37.42,23.24,101.2,1
37,19,99,37.76,23.26,101.2,0
45,18,36,38.11,23.27,101.19,1
70,32,85,38.36,22.62,101.19,1
59,37,74,38.61,21.96,101.19,1
23,7,17,38.79,21.88,101.18,1
29,13,73,38.98,21.81,101.18,0
49,34,54,38.22,23.04,101.17,1
66,5,80,37.45,24.26,101.16,0
88,27,61,36.88,24.64,101.15,1
2,25,7,36.31,25.02,101.14,1
73,33,97,36.06,25.1,101.14,0
24,3,20,35.82,25.18,101.13,1
10,9,77,36.97,25.56,101.12,1
78,25,47,38.11,25.93,101.11,1
37,12,82,37.67,27.78,101.1,0
69,34,72,37.23,29.63,101.1,1
64,38,80,36.14,31.53,101.08,1
8,24,86,35.05,33.43,101.07,1
40,2,91,34.24,35.1,101.06,0
90,27,0,33.44,36.77,101.05,0
11,16,42,33.38,36.67,101.04,1
51,13,13,33.33,36.57,101.04,1
38,42,91,33.39,36.51,101.03,0
33,5,87,33.45,36.45,101.02,0
34,45,53,33.68,36.03,101.02,1
21,19,71,33.91,35.61,101.02,0
33,21,31,33.98,35.66,101.02,1
81,29,110,34.05,35.72,101.02,0
18,41,30,33.94,36.08,101.02,1
16,38,109,33.84,36.45,101.02,0
37,34,54,33.27,36.84,101.02,1
52,17,3,32.7,37.22,101.01,1
5,22,27,32.4,37.5,101.0,1
20,41,81,32.1,37.79,100.99,1
41,33,90,32.42,37.38,100.98,1
72,14,102,32.73,36.96,100.98,0
8,20,78,32.72,36.83,100.98,1
71,16,45,32.7,36.7,100.98,1
31,29,14,32.41,36.65,100.98,1
43,41,95,32.12,36.59,100.98,0
6,21,67,31.92,36.56,100.98,1
10,18,94,31.71,36.54,100.98,0
51,5,28,31.86,36.33,100.98,1
78,16,42,32.0,36.12,100.97,0
24,41,14,31.49,36.41,100.97,1
66,37,89,30.98,36.7,100.97,1
64,28,107,30.88,36.56,100.96,0
24,25,73,30.77,36.41,100.96,1
64,36,59,30.51,36.6,100.96,1
21,12,39,30.25,36.79,100.95,1
5,44,86,30.19,37.07,100.94,1
66,26,41,30.13,37.35,100.94,1
82,44,96,30.0,37.16,100.94,0
14,41,57,29.87,36.96,100.93,1
71,10,39,29.74,37.02,100.94,0
7,9,3,29.61,37.08,100.94,0
84,3,11,29.47,37.0,100.94,0
89,17,3,29.33,36.93,100.94,0
8,34,29,29.41,36.5,100.94,1
75,25,104,29.49,36.08,100.94,0
75,15,62,29.41,35.94,100.94,0
47,23,82,29.33,35.79,100.95,1
54,0,67,29.16,36.01,100.95,0
4,0,90,28.99,36.23,100.95,1
28,17,37,28.98,36.38,100.95,1
42,31,91,28.96,36.54,100.95,0
62,15,2,28.68,36.78,100.96,1
34,3,106,28.39,37.03,100.96,0
55,16,97,28.04,37.75,100.98,0
53,22,7,27.7,38.47,100.99,1
48,0,87,27.45,38.84,100.98,0
48,33,57,27.2,39.21,100.98,1
6,33,10,26.98,40.14,100.98,1
87,22,69,26.76,41.06,100.99,0
38,40,73,26.53,41.99,101.0,1
37,2,74,26.31,42.92,101.0,0
9,31,58,26.11,43.76,101.0,1
22,39,89,25.91,44.59,101.0,1
84,34,28,25.58,45.66,101.0,0
86,11,17,25.24,46.72,101.0,0
10,29,39,24.93,47.9,101.0,1
83,7,61,24.62,49.07,101.01,0
71,42,74,24.27,50.32,101.02,1
15,12,98,23.92,51.56,101.03,0
44,19,95,23.64,52.59,101.03,0
59,40,29,23.35,53.62,101.03,1
31,24,8,23.01,55.02,101.04,1
31,24,47,22.67,56.42,101.04,1
27,28,81,22.47,57.59,101.05,1
4,45,79,22.27,58.76,101.06,1
29,43,107,22.12,59.54,101.06,0
57,33,39,21.96,60.33,101.06,1
51,12,24,21.82,61.38,101.06,1
15,17,44,21.67,62.44,101.06,1
62,34,7,21.52,63.4,101.08,1
32,27,14,21.37,64.36,101.09,1
68,34,9,21.26,65.28,101.1,1
28,35,85,21.14,66.21,101.11,1
49,26,59,21.02,67.1,101.12,1
49,1,54,20.9,68.0,101.13,0
67,22,50,20.8,68.83,101.14,1
34,45,20,20.69,69.66,101.14,1
31,27,89,20.66,70.46,101.15,1
59,14,101,20.64,71.27,101.16,0
64,42,24,20.48,72.22,101.16,0
56,22,50,20.33,73.18,101.17,1
31,33,35,20.29,73.8,101.17,1
14,15,19,20.24,74.42,101.18,1
1,7,51,20.2,75.05,101.18,1
10,4,98,20.15,75.67,101.19,0
16,20,40,20.11,76.29,101.19,1
69,31,107,20.1,76.9,101.19,0
75,16,90,20.08,77.5,101.19,1
27,28,70,20.0,78.0,101.2,1
54,28,14,19.92,78.5,101.2,1
44,34,90,19.86,78.9,101.2,1
27,31,95,19.79,79.3,101.2,0
47,9,19,19.78,79.22,101.2,1
36,44,53,19.78,79.15,101.21,1
52,0,84,19.72,79.42,101.22,0
22,43,62,19.66,79.68,101.22,1
86,26,85,19.6,79.8,101.24,1
38,9,54,19.54,79.92,101.25,1
14,5,31,19.5,80.1,101.25,1
5,10,63,19.46,80.28,101.25,1
82,28,68,19.42,80.46,101.26,1
22,24,22,19.37,80.64,101.26,0
38,21,33,19.39,80.54,101.26,1
47,9,2,19.41,80.45,101.26,0
11,15,88,19.37,80.55,101.26,1
14,2,83,19.33,80.65,101.26,1
83,18,53,19.35,80.55,101.26,0
39,20,98,19.38,80.45,101.26,0
49,25,42,19.41,80.19,101.26,1
82,22,98,19.44,79.94,101.27,0
45,44,67,19.45,79.56,101.27,1
9,16,58,19.46,79.19,101.27,1
10,7,18,19.48,78.84,101.27,1
50,11,5,19.49,78.49,101.27,1
59,39,74,19.46,78.57,101.26,1
46,16,74,19.44,78.65,101.26,0
84,7,67,19.34,79.16,101.26,0
83,43,102,19.24,79.67,101.26,0
34,34,33,19.22,79.9,101.26,1
45,20,45,19.2,80.14,101.26,1
80,9,57,19.18,80.43,101.26,0
40,9,22,19.16,80.72,101.25,1
31,38,63,19.18,80.85,101.24,1
53,14,70,19.19,80.98,101.24,0
56,17,18,19.16,81.27,101.23,1
20,14,5,19.14,81.56,101.22,1
30,36,38,19.06,81.93,101.22,1
13,30,22,18.98,82.29,101.21,1
27,42,77,18.95,82.36,101.2,1
89,28,27,18.93,82.43,101.2,0
78,26,16,18.84,82.76,101.2,0
32,40,89,18.74,83.09,101.19,1
89,40,19,18.72,83.18,101.18,0
36,15,39,18.69,83.26,101.18,1
78,27,59,18.67,83.28,101.18,1
84,17,6,18.65,83.3,101.18,0
16,12,93,18.65,83.32,101.18,0
70,26,74,18.66,83.34,101.17,0
21,24,16,18.65,83.43,101.16,1
55,5,20,18.64,83.52,101.15,1
15,29,57,18.62,83.7,101.15,1
55,40,6,18.61,83.87,101.15,1
80,40,83,18.58,83.98,101.15,1
29,41,76,18.55,84.1,101.14,1
70,45,93,18.52,84.21,101.14,0
66,7,47,18.47,84.48,101.14,1
22,26,78,18.42,84.76,101.13,1
41,21,25,18.42,84.83,101.12,1
52,22,70,18.42,84.9,101.11,0
15,8,51,18.4,84.99,101.11,1
54,3,73,18.38,85.08,101.11,0
20,26,105,18.32,85.29,101.1,0
16,13,45,18.27,85.5,101.09,1
37,31,29,18.21,85.78,101.09,1
27,18,40,18.15,86.06,101.09,1
37,41,4,18.2,86.1,101.09,1
1,11,13,18.25,86.15,101.09,1
71,23,70,18.19,86.62,101.08,1
36,22,11,18.13,87.08,101.08,1
72,18,94,18.08,87.55,101.07,0
60,22,87,18.02,88.02,101.07,0
54,35,27,18.0,88.44,101.07,0
17,10,42,17.99,88.85,101.07,1
41,21,46,17.94,89.18,101.07,1
4,29,62,17.9,89.51,101.07,1
88,41,49,17.92,89.74,101.07,1
28,0,69,17.93,89.98,101.07,0
42,34,100,17.9,90.28,101.07,0
71,5,32,17.88,90.57,101.07,0
12,8,35,17.88,90.68,101.07,0
30,7,73,17.89,90.79,101.08,0
47,22,25,17.92,90.99,101.08,1
33,39,74,17.94,91.18,101.08,1
81,3,88,17.93,91.36,101.07,0
63,3,107,17.92,91.54,101.07,0
74,44,77,17.94,91.77,101.07,1
73,4,7,17.97,92.0,101.08,0
77,37,77,17.96,92.1,101.08,1
57,0,23,17.95,92.2,101.09,0
20,35,71,17.92,92.48,101.09,1
89,41,77,17.9,92.76,101.09,1
20,31,102,17.86,92.99,101.09,0
31,37,32,17.82,93.22,101.09,1
29,10,8,17.85,93.34,101.1,0
50,34,85,17.88,93.47,101.1,1
61,42,75,17.85,93.66,101.1,1
72,4,94,17.83,93.85,101.1,0
82,16,76,17.81,93.99,101.1,0
27,2,95,17.79,94.13,101.1,0
83,32,27,17.78,94.32,101.1,0
16,19,92,17.77,94.52,101.1,0
38,34,100,17.74,94.65,101.1,0
55,17,2,17.7,94.78,101.11,1
30,19,106,17.66,94.95,101.11,0
75,29,41,17.62,95.12,101.11,1
52,21,30,17.61,95.2,101.11,1
9,31,10,17.6,95.29,101.12,1
89,33,23,17.59,95.37,101.12,0
18,25,88,17.58,95.46,101.12,1
87,24,34,17.58,95.54,101.12,0
44,32,6,17.59,95.55,101.12,1
43,17,60,17.6,95.56,101.12,1
9,18,12,17.61,95.57,101.12,1
61,27,78,17.62,95.58,101.12,1
19,16,42,17.71,95.27,101.12,1
65,28,108,17.8,94.96,101.13,0
32,28,29,18.03,93.98,101.14,1
4,31,105,18.26,92.99,101.14,0
80,16,10,18.52,91.5,101.15,0
72,45,56,18.79,90.02,101.15,1
85,18,0,18.95,89.26,101.16,0
71,40,37,19.11,88.5,101.16,0
78,40,48,19.32,87.68,101.16,1
5,16,5,19.53,86.87,101.17,1
48,6,7,19.9,85.34,101.17,0
75,30,13,20.27,83.81,101.17,0
83,3,30,20.9,80.97,101.18,0
89,44,86,21.52,78.12,101.18,1
54,16,90,22.14,75.28,101.19,0
66,10,7,22.77,72.44,101.2,0
16,1,21,23.56,69.53,101.2,1
64,45,59,24.35,66.62,101.19,1
73,26,39,24.61,64.74,101.2,0
62,45,79,24.87,62.85,101.22,1
54,16,68,25.14,61.54,101.22,1
79,16,30,25.4,60.24,101.23,0
2,9,92,25.96,58.18,101.24,0
48,16,110,26.53,56.12,101.24,0
24,13,30,27.07,53.81,101.25,1
39,33,26,27.61,51.5,101.26,1
5,36,20,27.65,50.93,101.26,1
29,27,44,27.69,50.36,101.27,1
58,15,82,28.23,48.86,101.26,1
74,3,57,28.77,47.37,101.25,0
67,15,78,29.26,45.78,101.25,0
72,37,98,29.76,44.19,101.25,0
67,32,108,30.23,42.75,101.25,0
41,44,92,30.7,41.31,101.25,0
57,14,43,30.87,40.66,101.26,1
55,12,72,31.04,40.01,101.27,0
35,11,109,31.13,39.36,101.28,0
90,33,43,31.22,38.72,101.28,1
22,45,2,31.74,37.3,101.28,1
65,27,110,32.25,35.87,101.28,0
23,30,18,32.76,34.44,101.27,1
45,20,17,33.28,33.02,101.27,1
22,24,102,33.4,32.62,101.27,0
25,16,94,33.52,32.21,101.27,0
78,3,62,33.86,30.62,101.26,0
69,34,66,34.19,29.04,101.25,1
68,38,45,34.17,28.44,101.24,1
87,12,35,34.15,27.84,101.24,0
84,19,43,34.3,27.59,101.24,1
79,45,58,34.46,27.34,101.23,1
49,7,78,34.76,26.68,101.23,1
58,26,8,35.07,26.02,101.23,1
29,32,87,35.52,25.21,101.23,1
80,39,87,35.97,24.4,101.23,1
26,39,34,36.03,23.94,101.22,1
57,3,110,36.09,23.47,101.22,0
58,31,110,36.31,22.6,101.21,0
42,44,14,36.53,21.73,101.2,1
76,43,20,36.5,20.02,101.2,0
80,33,27,36.48,18.32,101.19,0
89,37,60,36.82,17.35,101.18,1
58,13,57,37.15,16.38,101.17,1
20,45,55,37.39,15.18,101.16,1
80,30,1,37.63,13.98,101.16,0
57,14,33,37.1,14.4,101.15,1
41,43,89,36.57,14.83,101.14,1
49,43,66,35.75,15.48,101.14,1
67,41,24,34.92,16.13,101.13,0
70,7,14,35.01,15.84,101.12,0
62,21,32,35.1,15.55,101.12,0
4,0,67,35.97,14.6,101.12,1
64,42,100,36.84,13.66,101.11,0
41,23,32,37.38,12.76,101.1,1
71,14,83,37.91,11.85,101.09,1
90,19,52,37.5,12.29,101.08,0
26,35,102,37.09,12.73,101.07,0
80,14,85,36.28,13.4,101.06,0
41,19,49,35.46,14.07,101.06,0
90,28,73,35.16,14.27,101.05,1
76,21,26,34.86,14.47,101.04,0
83,30,80,35.1,14.28,101.03,1
82,22,31,35.34,14.09,101.02,0
81,2,19,35.6,15.13,101.02,0
85,32,75,35.86,16.17,101.02,1
13,39,45,35.66,21.54,101.02,1
10,37,97,35.46,26.92,101.01,0
13,8,35,35.09,27.84,101.0,0
21,22,1,34.72,28.77,100.99,1
24,15,60,34.22,29.5,100.98,1
23,25,90,33.71,30.23,100.98,1
8,5,9,33.14,31.56,100.98,0
78,28,75,32.56,32.89,100.97,1
1,29,31,32.61,32.96,100.96,1
45,7,93,32.66,33.02,100.96,0
67,25,84,32.6,32.69,100.96,1
67,12,73,32.54,32.36,100.95,0
29,25,80,32.38,32.47,100.94,1
14,14,4,32.23,32.58,100.94,1
9,19,0,32.19,32.73,100.94,1
76,12,25,32.16,32.88,100.94,0
43,43,71,32.15,32.03,100.94,1
64,2,104,32.14,31.17,100.95,0
4,45,13,31.8,32.06,100.94,1
13,45,47,31.46,32.95,100.94,1
75,6,3,30.95,33.25,100.94,0
38,37,95,30.44,33.54,100.95,0
81,14,105,30.04,34.17,100.95,0
85,25,56,29.64,34.81,100.95,1
25,5,16,29.27,35.26,100.94,1
46,13,15,28.9,35.72,100.94,1
31,22,41,28.54,36.03,100.94,1
79,29,65,28.18,36.35,100.94,0
83,0,90,28.16,36.78,100.94,0
75,27,96,28.13,37.22,100.94,0
16,23,6,27.98,37.71,100.93,1
78,6,67,27.84,38.2,100.92,0
3,1,42,27.72,39.08,100.92,1
35,20,105,27.61,39.97,100.91,0
52,0,53,27.35,40.16,100.9,0
76,40,32,27.09,40.36,100.9,0
4,16,39,27.12,39.83,100.9,1
90,32,8,27.16,39.29,100.9,0
30,45,40,27.04,39.94,100.9,1
67,17,8,26.92,40.58,100.91,1
66,14,97,26.64,41.0,100.91,0
58,20,20,26.35,41.42,100.91,1
39,22,17,26.01,42.19,100.92,1
19,6,56,25.66,42.96,100.92,1
82,3,76,25.63,43.66,100.92,0
16,3,92,25.6,44.35,100.91,0
75,6,85,25.36,45.44,100.92,0
31,22,65,25.12,46.53,100.92,1
85,24,56,24.72,48.38,100.93,0
35,38,13,24.32,50.23,100.93,1
78,41,84,23.89,51.96,100.94,1
25,42,85,23.46,53.68,100.95,1
25,3,82,23.14,54.89,100.95,1
23,36,78,22.83,56.09,100.95,1
12,34,105,22.58,57.24,100.94,0
17,15,32,22.32,58.39,100.94,1
55,17,65,22.06,59.53,100.95,1
83,35,84,21.79,60.67,100.96,1
29,10,13,21.56,61.74,100.96,1
76,19,53,21.32,62.81,100.96,1
51,11,110,21.12,64.08,100.96,0
31,9,31,20.91,65.35,100.97,0
74,11,63,20.76,66.16,100.98,0
57,5,81,20.62,66.97,100.99,0
30,42,38,20.53,67.47,101.0,1
74,2,107,20.44,67.96,101.0,0
28,43,57,20.35,68.46,101.01,1
66,40,72,20.26,68.96,101.02,1
67,41,46,20.12,70.02,101.04,1
40,5,68,19.97,71.08,101.05,0
74,11,85,19.86,71.9,101.05,0
74,23,84,19.75,72.72,101.05,0
39,22,84,19.66,73.37,101.06,0
72,6,10,19.58,74.02,101.07,0
38,6,68,19.49,74.62,101.07,0
89,44,34,19.4,75.22,101.08,0
27,23,45,19.36,75.44,101.08,1
16,21,21,19.33,75.66,101.08,1
81,37,36,19.31,75.79,101.08,0
41,40,51,19.29,75.92,101.09,1
21,25,107,19.3,75.88,101.1,0
62,18,19,19.32,75.85,101.1,0
23,40,2,19.24,76.12,101.11,1
89,42,75,19.16,76.4,101.12,1
39,39,41,19.08,76.79,101.12,1
41,17,94,19.01,77.18,101.13,0
32,33,3,19.02,77.23,101.14,1
49,7,6,19.03,77.28,101.14,0
43,18,52,19.04,77.36,101.15,0
85,26,7,19.04,77.44,101.15,0
90,31,47,18.99,77.73,101.16,1
19,11,47,18.95,78.02,101.16,1
36,34,3,18.9,78.09,101.16,1
2,21,67,18.86,78.16,101.17,1
4,17,23,18.84,78.24,101.18,1
83,12,79,18.81,78.32,101.18,0
50,21,31,18.81,78.19,101.19,1
56,22,79,18.81,78.06,101.2,0
53,33,15,18.78,78.1,101.2,1
83,40,96,18.76,78.13,101.21,0
80,35,70,18.72,78.09,101.21,1
51,5,96,18.67,78.04,101.21,0
35,26,51,18.7,77.81,101.21,1
52,35,68,18.73,77.57,101.21,1
29,21,36,18.71,77.68,101.21,1
16,34,43,18.69,77.8,101.21,1
33,33,76,18.67,77.91,101.21,1
12,20,6,18.59,78.26,101.22,1
78,4,48,18.51,78.61,101.22,0
77,4,54,18.51,78.54,101.22,0
56,7,105,18.5,78.46,101.22,0
22,21,88,18.49,78.43,101.22,1
45,1,92,18.48,78.4,101.23,0
57,42,2,18.44,78.48,101.23,1
60,25,37,18.41,78.56,101.23,0
59,22,26,18.37,78.68,101.22,1
66,44,100,18.33,78.8,101.22,0
33,33,106,18.2,79.35,101.22,0
20,44,52,18.06,79.91,101.21,1
40,33,107,18.06,79.84,101.2,0
64,22,78,18.07,79.76,101.2,1
13,4,32,18.04,79.87,101.2,1
36,12,107,18.01,79.97,101.2,0
46,45,31,17.97,80.06,101.2,1
47,13,5,17.92,80.15,101.19,1
25,20,12,17.94,80.14,101.18,1
84,37,88,17.95,80.13,101.18,1
81,35,95,17.96,80.12,101.18,0
79,35,71,17.98,80.11,101.17,1
76,25,8,18.0,80.32,101.16,0
23,0,87,18.01,80.52,101.16,0
80,30,94,17.95,80.98,101.16,0
56,40,35,17.89,81.45,101.16,1
3,15,31,17.9,81.78,101.16,1
5,30,85,17.91,82.12,101.15,1
46,41,57,17.81,82.65,101.14,1
28,16,64,17.71,83.18,101.13,1
52,24,11,17.73,83.32,101.13,1
49,38,61,17.74,83.46,101.13,1
40,28,3,17.74,83.69,101.12,1
22,28,50,17.74,83.92,101.12,1
72,20,5,17.68,84.51,101.12,0
38,1,33,17.62,85.1,101.12,1
6,10,81,17.61,85.48,101.12,1
29,21,76,17.6,85.86,101.12,1
9,7,99,17.58,86.25,101.12,0
82,17,39,17.55,86.64,101.12,0
31,37,40,17.6,86.82,101.12,1
19,45,102,17.66,87.01,101.11,0
41,37,13,17.54,87.52,101.11,1
51,13,37,17.42,88.04,101.11,1
1,39,83,17.44,88.26,101.1,1
82,20,25,17.46,88.47,101.1,0
49,17,110,17.44,88.68,101.1,0
81,19,66,17.41,88.9,101.1,1
32,3,102,17.37,89.21,101.1,0
64,27,54,17.32,89.51,101.11,1
69,5,18,17.28,89.82,101.11,0
17,43,23,17.24,90.29,101.12,1
47,13,15,17.2,90.76,101.12,1
49,16,72,17.22,91.08,101.12,0
35,16,87,17.23,91.39,101.11,1
89,39,47,17.2,91.58,101.1,1
39,23,70,17.16,91.77,101.1,1
16,33,37,17.14,91.96,101.1,1
74,31,29,17.13,92.16,101.09,0
37,22,20,17.15,92.33,101.09,1
22,29,15,17.17,92.5,101.09,1
74,9,17,17.18,92.58,101.09,0
23,9,16,17.19,92.66,101.09,0
27,40,78,17.13,93.18,101.1,1
37,44,27,17.07,93.71,101.1,1
86,14,91,17.08,93.96,101.1,0
4,41,38,17.08,94.21,101.11,1
86,24,16,17.08,94.49,101.11,0
17,19,71,17.07,94.77,101.11,1
44,40,70,17.04,95.01,101.11,1
78,35,8,17.01,95.25,101.11,0
15,40,103,16.97,95.52,101.11,0
43,33,25,16.92,95.8,101.11,1
2,33,59,16.85,95.9,101.12,1
42,36,60,16.78,96.0,101.12,1
80,7,29,16.77,96.0,101.13,0
78,9,2,16.76,96.0,101.14,0
65,7,50,16.72,96.0,101.14,1
89,38,11,16.68,96.0,101.14,0
1,42,21,16.7,96.0,101.15,1
39,24,20,16.71,96.0,101.15,0
2,32,103,16.67,96.0,101.16,0
45,26,109,16.62,96.0,101.16,0
69,32,70,16.58,96.0,101.16,1
14,2,7,16.54,96.0,101.17,0
51,7,87,16.48,96.0,101.17,1
77,25,47,16.42,96.0,101.17,1
82,35,42,16.4,96.0,101.17,1
51,13,80,16.39,96.0,101.17,1
88,25,74,16.38,96.0,101.18,1
77,18,33,16.36,96.0,101.18,0
75,6,82,16.31,96.0,101.18,0
81,38,65,16.26,96.0,101.19,1
60,42,105,16.26,96.0,101.19,0
44,33,99,16.26,96.0,101.19,0
79,31,100,16.26,96.0,101.19,0
63,34,47,16.26,96.0,101.19,1
8,21,49,16.38,96.0,101.19,1
33,26,58,16.5,95.99,101.2,1
90,5,50,16.62,95.99,101.2,0
31,19,74,17.12,94.62,101.2,1
78,0,57,17.61,93.26,101.21,0
3,21,79,18.17,89.88,101.22,1
85,26,12,18.73,86.49,101.23,0
86,2,77,19.3,83.48,101.24,0
66,11,1,19.87,80.48,101.25,1
16,21,109,20.35,78.0,101.25,0
90,31,79,20.83,75.53,101.25,1
74,3,90,21.06,74.06,101.26,1
56,21,12,21.29,72.6,101.26,1
25,7,89,21.75,70.19,101.26,0
20,20,91,22.21,67.79,101.26,0
28,37,82,22.43,66.15,101.27,1
23,1,87,22.65,64.51,101.28,0
62,4,93,23.33,61.95,101.28,0
18,6,1,24.01,59.38,101.28,0
9,17,6,24.28,57.3,101.28,1
84,4,87,24.56,55.21,101.27,0
31,34,104,24.92,54.0,101.28,0
58,25,106,25.27,52.78,101.29,0
63,21,101,25.82,50.84,101.3,0
70,31,51,26.38,48.9,101.3,1
39,18,81,26.27,48.09,101.3,0
59,22,45,26.16,47.28,101.29,1
87,34,92,26.28,46.63,101.3,0
30,11,43,26.41,45.98,101.31,1
7,14,84,27.05,44.4,101.3,1
52,23,21,27.69,42.83,101.3,1
79,43,28,28.16,41.41,101.3,0
88,24,44,28.62,39.99,101.3,1
21,11,64,28.74,39.13,101.3,0
16,20,30,28.85,38.27,101.29,1
39,35,64,29.37,36.82,101.3,1
29,11,14,29.89,35.37,101.3,1
28,36,32,29.9,34.72,101.3,1
21,16,56,29.9,34.08,101.3,1
14,21,39,30.53,32.88,101.3,1
33,38,50,31.16,31.69,101.3,1
12,29,61,31.62,30.36,101.3,1
35,27,52,32.08,29.04,101.31,1
32,14,33,31.98,28.61,101.32,1
17,5,11,31.89,28.18,101.32,1
32,18,41,32.5,27.58,101.3,1
73,17,42,33.11,26.97,101.29,1
1,3,97,33.66,25.8,101.28,0
15,44,9,34.21,24.63,101.28,1
54,12,26,34.11,23.84,101.28,1
13,34,85,34.0,23.05,101.27,1
24,9,8,34.08,22.12,101.26,0
33,26,6,34.15,21.2,101.25,1
51,31,108,34.42,20.32,101.24,0
68,14,8,34.69,19.45,101.24,1
58,29,20,34.94,19.2,101.23,1
28,35,93,35.18,18.96,101.22,0
74,23,45,35.39,18.28,101.22,1
11,15,42,35.59,17.61,101.21,1
90,37,19,35.7,16.92,101.2,0
63,45,86,35.82,16.24,101.2,1
8,15,52,36.11,16.08,101.2,1
36,14,10,36.4,15.93,101.19,1
27,16,54,35.99,15.16,101.18,0
51,37,26,35.58,14.39,101.17,1
15,41,39,34.03,14.9,101.16,1
81,19,65,32.49,15.4,101.15,1
48,10,34,33.14,14.8,101.15,1
63,28,10,33.79,14.19,101.14,0
35,26,9,35.16,12.86,101.14,1
64,39,102,36.52,11.53,101.13,0
75,31,74,36.62,11.61,101.12,1
50,6,86,36.72,11.7,101.12,0
30,10,42,36.82,11.78,101.11,0
31,5,82,36.92,11.87,101.1,0
64,31,3,36.36,12.28,101.1,1
29,26,60,35.79,12.69,101.09,0
5,22,93,34.64,13.93,101.08,0
59,19,103,33.5,15.18,101.08,0
19,1,4,33.78,18.1,101.08,0
21,28,7,34.06,21.02,101.08,1
15,3,16,33.3,27.82,101.07,1
77,35,62,32.55,34.61,101.06,1
18,44,28,32.6,34.88,101.05,1
13,7,83,32.66,35.14,101.04,1
52,39,57,32.81,34.74,101.03,1
15,35,11,32.96,34.33,101.02,1
40,36,37,32.66,34.83,101.01,1
42,13,75,32.35,35.33,101.0,0
87,16,19,31.79,36.52,101.0,0
48,15,69,31.23,37.7,100.99,0
44,17,5,30.72,38.53,100.98,1
62,28,90,30.22,39.37,100.98,1
8,11,35,30.18,40.03,100.98,1
32,36,86,30.15,40.69,100.97,1
71,0,63,30.42,39.71,100.96,0
7,21,1,30.69,38.73,100.95,1
6,21,90,30.81,38.33,100.95,1
89,43,50,30.93,37.92,100.95,1
76,18,41,30.66,37.9,100.94,1
11,40,15,30.39,37.89,100.94,1
47,41,4,30.26,37.69,100.94,1
41,2,99,30.12,37.49,100.95,0
90,20,41,30.06,37.61,100.94,1
6,13,54,30.01,37.73,100.94,1
54,44,44,30.02,38.02,100.94,1
20,8,56,30.04,38.32,100.95,1
66,14,39,29.77,38.61,100.95,0
